,Title,Published_date,Views,Likes,Favorite,Comments,Month
923,Waste Classification Machine Learning Classification Project-Waste Recycling,2021-03-11,22065,423,0,18,Mar
924,SVM Kernal- Polynomial And RBF Implementation Using Sklearn- Machine Learning,2021-03-10,68282,1457,0,55,Mar
925,SVM Kernels In-depth Intuition- Polynomial Kernels Part 3 | Machine Learning Data Science,2021-03-10,92776,2045,0,67,Mar
926,Live AWS For Data Science - Deploying Machine Learning Application In EC2 Instance,2021-03-04,54335,1701,0,88,Mar
927,Amazing Data Science End To End Project From Starters In ML and Deep Learning- Agriculture Domain,2021-03-03,89329,2144,0,112,Mar
928,Face Recognition Attendance Based Project In Machine Learning,2021-03-02,184303,3704,0,241,Mar
929,Monday Night Live Q&A - Ask Anything Related  To Data Science,2021-03-01,6690,212,0,16,Mar
930,Step 6- TensorFlow 2 Detection Model Zoo- Object Detection,2021-03-01,18246,195,0,27,Mar
931,Introduction To MLflow-An Open Source Platform for the Machine Learning Lifecycle,2021-03-01,111922,1730,0,35,Mar
932,Arpit Gupta's Successful Career Transition To Data Science After Many Rejection-Finally 4 Job Offers,2021-02-27,8921,166,0,15,Feb
933,"Affordable Business Analytics Master,DSA And Competitive Programming And Mern Stack- Join The Demo",2021-02-27,2927,96,0,17,Feb
934,"Secure Hash Algorithms Using Python- SHA256,SHA384,SHA224,SHA512,SHA1- Hashing In BlockChain",2021-02-26,19229,312,0,19,Feb
935,"Day 2-9 Hours Live Community Session- Power BI Usecases And Interview Prep, Competitive Programming",2021-02-26,9710,268,0,3,Feb
936,"9 Hours Live Community Session- Interview Questions On Sql, Power BI End to End Project,Mern Stack",2021-02-25,25717,718,0,9,Feb
937,"Live Community Session On 25th And 26th Feb From 1pm- Projects on Power BI, Tableau, Mern Stack",2021-02-25,7545,248,0,25,Feb
938,A Brief Intro About My Channel If You Are New- Data Science #shorts,2021-02-25,21369,719,0,31,Feb
939,Successful Transition From Mechanical Engineering To Data Science In Ireland Dublin- Ft:iNeuron,2021-02-24,24866,426,0,36,Feb
940,Logging Implementation In Python,2021-02-23,30701,509,0,22,Feb
941,Live Discussion- Transition From Web Developer To Data Scientist In Sweden- Ft: Ineuron,2021-02-23,8076,231,0,5,Feb
942,Inderpreet Successful Career Transition From A Freshers To Data Science With 5 Job Offers,2021-02-20,12289,278,0,19,Feb
943,PIP Freeze- Creating Packages(Requirements.txt) For The Application,2021-02-19,42112,495,0,36,Feb
944,Sumit Successful Career Transition From BCA To Data Science- Ft: Ineuron,2021-02-18,5319,131,0,8,Feb
945,Successful Transition Story From Non Tech To Data Science Director With 20+ Year Experience In UK,2021-02-18,7311,222,0,23,Feb
946,Successful Career Transition Of Kartik From Civil Engineering To Data Science With Career Gap,2021-02-18,22625,393,0,58,Feb
947,PerceptiLabs-The Best Machine Learning Visual Modeling Tool-Train Deep Learning Neural Network,2021-02-18,24749,686,0,26,Feb
948,Session On Different Types Of Loss Function In Deep Learning,2021-02-16,75055,1243,0,65,Feb
949,Sunday Late Night Live Q&A - Ask Anything Related  To Data Science,2021-02-14,7336,239,0,28,Feb
950,Pdf Password Protection Using Python,2021-02-13,11699,362,0,19,Feb
951,10+ year experience Raghu Who Made Transition Into Data Science As A Director- Ft: Ineuron,2021-02-12,13537,221,0,21,Feb
952,Feb12- Live Virtual Mock Interview To Real Interview For Data Scientist- Hired By iNeuron-Commerce,2021-02-12,204816,6404,0,252,Feb
953,"Recent Jobs On Data Science,Data Analyst And Data Engineers In Google- Apply For It",2021-02-12,10188,242,0,38,Feb
954,Step 5-Final TFOD Set Up With Tensorflow 2.0 In Windows- COCO API installation Object Detection API,2021-02-11,21654,212,0,76,Feb
955,"Upcoming Community Sessions Announcements For Everyone- Data Science, Machine Learning,Feat: Ineuron",2021-02-10,5486,384,0,60,Feb
956,Live 15 hour Session In Implementing End To End Data Science Projects- Community Event,2021-02-09,129410,3351,0,94,Feb
957,15 hours Live Session On Data Science Projects- Community Event- Feat Ineuron Sudhanshu And Team,2021-02-08,15240,995,0,111,Feb
958,Feb 8- Live Virtual Mock Interview For Data Science Role,2021-02-08,16253,393,0,34,Feb
959,Step 3-TFOD Set Up With Tensorflow 2.0 In Windows-Installing Tensorflow Object Detection API,2021-02-07,17482,235,0,15,Feb
960,Step 4-TFOD Set Up With Tensorflow 2.0 In Windows-Protobuf  Installation And Compilation,2021-02-07,18020,237,0,42,Feb
961,Python Zip Function- Easy Parallel Iteration for Multiple Iterators,2021-02-07,7296,185,0,6,Feb
962,Placement Seasons-Its Ok If You Are Not From Tier 1 College-Strategy To Prepare For Placements,2021-02-07,3784,221,0,24,Feb
963,Step 2-TFOD Set Up With Tensorflow 2.0 In Windows-Installing Cuda Toolkit And CuDnn,2021-02-06,26645,275,0,23,Feb
964,Step 1-Tensorflow Object Detection Set Up With Tensorflow 2.0 In Windows-Creating The Environment,2021-02-06,66054,758,0,35,Feb
965,Feb 4th Live Virtual Interview Of Freshers For Data Science Role,2021-02-04,24207,784,0,27,Feb
966,3000+ Research Datasets For Machine Learning Researchers By Papers With Code,2021-02-04,29701,890,0,31,Feb
967,Feb 3- Live Virtual Mock Interview Of Freshers For Data Science Role,2021-02-03,43351,916,0,36,Feb
968,Successful Career Transition From Fresher To Data Science With 4 years Gap- ft Saket & iNeuron,2021-02-03,15378,474,0,58,Feb
969,Feb 2 - Live Virtual Mock Interview Of Fresher For Data Science Role,2021-02-02,37380,785,0,63,Feb
970,Vulture Library- How To Find Unused And Dead Code In Python Projects,2021-02-01,7079,173,0,11,Feb
971,Live Virtual Mock Interview For Data Science Role,2021-02-01,40738,973,0,50,Feb
972,Live Virtual Mock Interview On Data Science In My Channel,2021-01-31,9142,227,0,25,Jan
973,Problem 8 Solution-Anagram Check Analysis Using Python - Competitive Programming,2021-01-31,6313,112,0,31,Jan
974,Object Localization Vs Object Detection Deep Learning,2021-01-31,23501,518,0,20,Jan
975,Sharing 15+ Interview Experience For Data Science-Msc In Stats IIt Bombay-Success After 15 Failures,2021-01-30,11515,362,0,15,Jan
976,Problem 8-Anagram Check Analysis Using Python - Competitive Programming,2021-01-30,4276,89,0,26,Jan
977,Advance Python Series-Asynchronous Execution(Parallel Execution) With Thread Using Python,2021-01-30,11738,247,0,12,Jan
978,Sharing Experience Of Doing MS In Big Data And Analytics  in Germany - Ft Akshay,2021-01-29,21884,719,0,44,Jan
979,Curated List Of All  500+ Awesome  Python Frameworks Libraries And Software In One Place,2021-01-29,4210,226,0,12,Jan
980,How To Implement Image Classification Using SVM In Convolution Neural Network,2021-01-28,49213,969,0,95,Jan
981,Tutorial 5- Feature Selection-Perform Feature Selection Using Chi2 Statistical Analysis,2021-01-28,43552,741,0,71,Jan
982,Tutorial 4- Feature Selection-Perform Feature Selection Using Information Gain For Regression In ML,2021-01-27,35079,585,0,22,Jan
983,Python Eval Function- Evaluating Python Expressions Dynamically,2021-01-27,18456,345,0,21,Jan
984,Tutorial 3- Feature Selection-How To Select Features Using Information Gain For Classification In ML,2021-01-26,66896,1120,0,41,Jan
985,Non Technical/Non Programmer  Follow This Approach to Become Data Scientist,2021-01-24,14147,702,0,58,Jan
986,Advance Python Series- Multiple Inheritance In Python,2021-01-24,13945,303,0,20,Jan
987,Hardwork Is Directly Proportional To Luck Factor- Saturday Motivation,2021-01-23,4697,299,0,54,Jan
988,"Cloud Computing AWS -Upload,Read And Write And Download Files In And From S3 bucket Using Python",2021-01-23,52354,867,0,51,Jan
989,TextBlob Library In Python For Natural Language Processing,2021-01-22,19370,350,0,17,Jan
990,Python Advance Series- Static Methods Indepth Understanding And Implementation In Python,2021-01-21,15013,331,0,18,Jan
991,How He Made A Successful Transition From College Student To Data Science In E&Y- With Self Study,2021-01-21,23127,820,0,70,Jan
992,Important Guidelines For Placements For Fresher’s And College Students,2021-01-20,6578,469,0,37,Jan
993,First Live Q&A Of 2021 - Ask Anything Related  To Data Science,2021-01-19,6652,360,0,32,Jan
994,Phd Vs Masters Vs BE Vs Certification- Which Degree Is Better For Data Science or AI,2021-01-19,11344,481,0,58,Jan
995,Class Variables And Class Methods In Python,2021-01-19,30500,607,0,15,Jan
996,How To Speed Up Pandas By 4X Times- Modin Pandas Library,2021-01-18,23561,666,0,44,Jan
997,Shallow Copy Vs Deep Copy in Python,2021-01-18,71749,2110,0,77,Jan
998,60 Python Projects With Source Code- Solved And Explained,2021-01-18,216060,5513,0,64,Jan
999,Python Series- is Vs == Indepth Explanation- Boolean Evaluation,2021-01-17,12145,343,0,27,Jan
1000,Why Is Bitcoin Price Rising? Announcing BlockChain Playlist Soon,2021-01-17,4812,183,0,41,Jan
1001,Tutorial 1- Cloud Computing-AWS-Introduction To S3(Simple Storage Services),2021-01-16,32357,700,0,29,Jan
1002,Advance Python-Decorators Indepth Implementation,2021-01-16,36432,993,0,52,Jan
1003,Advanced Python Series - Iterators Vs Generators,2021-01-15,49354,1097,0,49,Jan
1004,"Papers With Code: The Latest in Machine Learning, Deep Learning And AI",2021-01-15,34935,1059,0,31,Jan
1005,Which Is Best Programming Language For Data Structures And Algorithms?😜😜😜,2021-01-14,42876,1624,0,105,Jan
1006,Stopping Blaming Anyone Or Your College For Not Getting Jobs- Motivation,2021-01-13,5290,410,0,92,Jan
1007,Advanced Python Series- Assert Statement In Python,2021-01-13,33371,812,0,31,Jan
1008,Whatsapp Privacy Policy-How Facebook Are Planning For Monetization- Analytics Usecase Discussion,2021-01-12,7013,315,0,63,Jan
1009,Some Important Announcements Regarding Data Science Jobs- Direct Referrals From My Side,2021-01-11,27203,1450,0,108,Jan
1010,"How Do I Manage My Time-Full time Job, Teaching And Family Time-Time Management-300K Special Video",2021-01-11,10730,649,0,53,Jan
1011,Ineuron's New Portal For Community Free And Affordable Courses,2021-01-09,15592,809,0,139,Jan
1012,Past 10 Years Of AI 2010 - 2020-What All Innovation And Research We Saw?,2021-01-09,2536,121,0,12,Jan
1013,Advance Python Series-Magic Methods In Classes,2021-01-09,27425,659,0,17,Jan
1014,What Is A Citizen Data Scientist?,2021-01-08,9476,485,0,36,Jan
1015,Do Not Quit Your Job Until? Sharing My Experience,2021-01-07,26828,871,0,120,Jan
1016,Advance Python Series- Inheritance In Python,2021-01-07,43879,973,0,27,Jan
1017,Advance Python Series- Public Private And Protected Access Modifiers,2021-01-06,47930,1269,0,43,Jan
1018,Successful  Career  Transition  Non Programmer To Machine Learning Engineer In  ZYCLYX Consulting,2021-01-06,14357,529,0,70,Jan
1019,Advanced Python Series- Custom Exception Handling In Python,2021-01-05,44581,995,0,28,Jan
1020,Advanced Python- Exception Handling Detailed Explanation In Python,2021-01-05,66580,1516,0,64,Jan
1021,Problem 7 Solution- Find The Time Complexity,2021-01-04,18572,400,0,69,Jan
1022,Google Colab Pro Vs Colab Free- Benefits Of Using Colab Pro- How To Access From India,2021-01-04,34392,575,0,58,Jan
1023,"Top 6 Programming Languages For Data Science,Machine Learning And Deep Learning In 2021",2021-01-04,6152,269,0,40,Jan
1024,Tutorial 7-Competitive Programming-Find The Time Complexity Of This Problem,2021-01-03,10249,276,0,48,Jan
1025,500+ Machine Learning And Deep Learning Projects All At One Place,2021-01-03,164081,6799,0,193,Jan
1026,Is Data Science A Hype Or Overrated? Sharing A Conversation With An Old Friend,2021-01-02,29385,1016,0,191,Jan
1027,Tutorial 6-Competitive Programming-New Problem & Visualization Tool To Visualize Python Programming,2021-01-02,13141,430,0,75,Jan
1028,Lets Start Competitive Programming Using Python- First Problem Statement,2021-01-01,50391,1582,0,142,Jan
1029,Target Learning Data Science Within 4-5 Months From My Channel- Follow These Playlists In Order,2021-01-01,45278,2432,0,160,Jan
1030,"Special Message From Krish, Sudhanshu And Ineuron Data Science Team",2020-12-31,13575,620,0,112,Dec
1031,6 Certifications In Data Science But No Jobs- Sharing A True Story-Focus More On Data Science Jobs,2020-12-31,434580,12582,0,731,Dec
1032,Negotiating Salaries With HR for Any Job Is An Art. Learn IT Before It's Late 😭😭😭😭,2020-12-30,754332,16615,0,602,Dec
1033,"Data Science Jobs Hiring For Freshers And Experienced-TraceBloc,IBM,Accenture,Apptio Hiring 2020",2020-12-30,6997,229,0,20,Dec
1034,"Data Science Interns Hiring- YouBotics,IBM,Asmadiya Technologies,Tarah AI Hiring ML Paid Interns",2020-12-29,8946,358,0,19,Dec
1035,Last Live Q&A Of 2020- Ask Anything Related  To Data Science,2020-12-29,5571,282,0,11,Dec
1036,Faking Data Science Experience- Is It Good Or Bad? Important For EveryOne,2020-12-29,38600,1077,0,155,Dec
1037,EY Scholarship Program For College Students- 1 Lakh Prize Money With Internship-Last Date 31st Dec,2020-12-29,9970,390,0,36,Dec
1038,"Data Science Jobs Hiring For Freshers- Confidential, Siemens,Bayer,Avatar.me And Milk Mantra Hiring",2020-12-28,27241,1046,0,74,Dec
1039,The Most Challenging Thing Working As Data Scientist Or In A Data Science Team-Sharing My Experience,2020-12-28,10722,381,0,24,Dec
1040,Various Components Of CTC Salaries. Important To Understand Your In Hand Salary,2020-12-27,11279,367,0,22,Dec
1041,EY To Hire 9000 AI/ML Professionals IN 2021- Hiring And Interview Process Of EY An EX Employee Of EY,2020-12-26,62826,1980,0,191,Dec
1042,Data Scientist- Working In Start Ups Or MNC. Which Is Better? Sharing My Experience,2020-12-25,18449,742,0,76,Dec
1043,4 Important Things I Have Learnt From 2020. It May Really Help You Out.,2020-12-24,4525,352,0,36,Dec
1044,CTC(Cost to Company ) Vs In Hand Salary. Why It is Important To Understand The CTC Components,2020-12-23,36461,1553,0,64,Dec
1045,Should I Leave My Current Job To Prepare For Data Science Or Any Competitive Jobs?,2020-12-23,47064,845,0,121,Dec
1046,Best Programming Jobs For IT In 2021,2020-12-22,12801,652,0,104,Dec
1047,2020 Is Almost Over-Upcoming Plans In 2021- Advance AI& ML Concepts and Competitive Programming,2020-12-21,9139,576,0,109,Dec
1048,What Should Be Your First Data Science Projects In Your Resume?,2020-12-20,21404,806,0,36,Dec
1049,Complete RoadMap For Preparing Competitive Programming- Part 1,2020-12-18,8106,337,0,38,Dec
1050,What Is Full Stack Data Scientist? Why Many Analytics Job Profiles Wants These Requirements?,2020-12-18,29503,1024,0,62,Dec
1051,How To Identify Companies To Apply For Data Science Jobs,2020-12-16,9733,341,0,13,Dec
1052,Data Science Jobs In LinkedIn For Entry Level/Freshers- Never Hesitate To Apply,2020-12-15,41383,1302,0,96,Dec
1053,Rajesh Successful Transition Story From Automation Testing To Data Science-Niki.ai Internal Switch,2020-12-12,14973,291,0,37,Dec
1054,Ishant Successful Transition Story From Data Analyst To Data Scientist In E&Y And Ericsson,2020-12-10,6776,196,0,50,Dec
1055,What Is API? Application Programming Interface And Why It Is Important-Data Science,2020-12-08,22443,763,0,22,Dec
1056,"Overfitting, Underfitting And Data Leakage Explanation With Simple Example",2020-12-07,22895,874,0,56,Dec
1057,Ritaksh Successful Transition Story From Data Analyst To Data Scientist In Xceedance Consulting,2020-12-06,6397,123,0,17,Dec
1058,"Transition Story Of Aditya 2020 Passed Student Working As A FreeLancer In Python,Machine Learning",2020-12-05,15961,616,0,24,Dec
1059,Why Competitive Programming IS Important For Product Based Companies?,2020-12-04,8941,397,0,41,Dec
1060,Naman Successful Career Transition To Data Analyst in Metlife 2019 Passed Out E&C Branch-Ft: Ineuron,2020-12-04,7033,218,0,16,Dec
1061,Sourabh Successful Career Transition From Mainframe To Data Science in Xoriant Solutions-Ft: Ineuron,2020-12-03,19514,360,0,44,Dec
1062,Successful Career Transition Of Prerna From BSc IT To Data Scientist In L&T Finance- Ft Ineuron,2020-12-02,29017,753,0,80,Dec
1063,Live Virtual Mock Interview- Successful Transition From Diploma Engineer To Data Science Intern,2020-12-01,27851,686,0,50,Dec
1064,6 Healthcare End To End Machine Learning Projects- Credits Devansh and Bedanta,2020-11-30,40060,1008,0,40,Nov
1065,How To Interpret The ML  Model? Is Your Model Black Box? Lime Library,2020-11-30,18597,567,0,30,Nov
1066,Live Virtual Mock Interview Of Statistician IIT Kanpur For Data Science,2020-11-27,218026,4153,0,377,Nov
1067,Live Q&A Tips For Interview Preparation Of Data Science,2020-11-26,11071,596,0,36,Nov
1068,How To Deploy FastAPI Machine Learning Models In Heroku,2020-11-26,14943,253,0,19,Nov
1069,Live Virtual Mock Interview For Data Science By Krish And Sudhanshu,2020-11-24,74124,1727,0,88,Nov
1070,How To Train Machine Learning Model Using  CPU Multi Cores,2020-11-24,11208,259,0,28,Nov
1071,Time Series Forecasting Using Facebook FbProphet,2020-11-23,61968,1156,0,74,Nov
1072,Custom Ensemble Machine Learning Algorithms,2020-11-22,10756,340,0,19,Nov
1073,What is Web Hosting? Important For Everyone,2020-11-21,3007,129,0,19,Nov
1074,Handling Imbalanced Dataset Using Cost Sensitive Neural Networks- Credit Card Fraud Detection,2020-11-21,14628,405,0,22,Nov
1075,Ineuron's Affordable BI And ML DL Course With Remote Internship From 21st  November,2020-11-20,9043,256,0,127,Nov
1076,How To Deploy Machine Learning Models Using FastAPI-Deployment Of ML Models As API’s,2020-11-19,118952,1859,0,83,Nov
1077,Introduction To FastAPI- How To Create API's Using FastAPI- Data Science,2020-11-18,73153,1279,0,48,Nov
1078,Designing Data Science Projects Architecture- AI Car Solution-Important For Interviews🔥🔥🔥🔥,2020-11-17,8627,295,0,32,Nov
1079,Tutorial 1-Building My Wedding Invitation Website Using Hostinger,2020-11-16,10443,238,0,44,Nov
1080,Google AI Announces Objectron Dataset- Why it is important for Object Detection?,2020-11-16,7350,272,0,14,Nov
1081,How To Run Flask In Google Colab,2020-11-15,34247,728,0,64,Nov
1082,Ineuron's Detailed Course Content Discussion Of ML And DL- Affordable AI Education,2020-11-15,18951,597,0,154,Nov
1083,Live Q&A Happy Diwali Ask Anything Related Data Science,2020-11-13,6294,259,0,32,Nov
1084,Deciding Career Paths For College Students And Freshers- Sharing My Experience,2020-11-13,3137,181,0,10,Nov
1085,Do College Students And Freshers Requires Data Structures & Algorithms And Competitive Prog For DS?,2020-11-09,14566,650,0,79,Nov
1086,Late Night Talks-Live Q&A-Ask Anything Related Data Science,2020-11-08,8864,429,0,28,Nov
1087,Saturday Live Q&A Ask Anything Related Data Science,2020-11-07,5780,364,0,27,Nov
1088,Important Interview Questions On Convolution Neural Network- Deep Learning,2020-11-07,35563,764,0,46,Nov
1089,Important Steps I Have Followed To Improve My Data Science Skills- Sharing My Experience,2020-11-06,11573,675,0,48,Nov
1090,"Why There Are So Many Start Ups In AI, ML And DL? Important For Everyone",2020-11-05,13996,631,0,51,Nov
1091,Important Tips For College Students And Freshers- Sharing My Experience,2020-11-04,8910,568,0,35,Nov
1092,"Deep Learning-All Optimizers In One Video-SGD with Momentum,Adagrad,Adadelta,RMSprop,Adam Optimizers",2020-11-03,131444,3077,0,183,Nov
1093,"Deep Learning-Activation Functions-Elu, PRelu,Softmax,Swish And Softplus",2020-11-02,104908,2001,0,103,Nov
1094,Difficulties I Faced As A Data Scientist-Sharing My Experience From Start,2020-11-01,13882,645,0,39,Nov
1095,Saturday Live Q&A Ask Anything  Regarding Data Science,2020-10-31,4124,201,0,13,Oct
1096,Tutorial 4- Julia For Data Science-String In Julia Along With Indepth Functions,2020-10-31,2695,81,0,12,Oct
1097,Types Of Data Scientist In Analytics Industry,2020-10-30,4818,216,0,27,Oct
1098,Updated Best YouTube Channels To Learn Data Science For Free,2020-10-28,25635,1345,0,93,Oct
1099,Tutorial 2- Implementing Basic Reinforcement Learning Using Python- Data Science,2020-10-27,31232,609,0,50,Oct
1100,My Entrepreneur Journey- From Software Engineer To Data Scientist To Entrepreneur- Future Plans,2020-10-26,16390,925,0,134,Oct
1101,"Tutorial 3- Julia Basics-Strings And Numerical Operations, Commenting",2020-10-25,5728,185,0,28,Oct
1102,Tutorial 2- Installing Julia And Running In Jupyter Notebook,2020-10-24,18908,425,0,31,Oct
1103,Tutorial 1- Introduction To Julia Programming  Language For Machine Learning,2020-10-24,23816,592,0,37,Oct
1104,"TensorDash- How To Monitor Your Deep Learning Model Metrics, Loss, Accuracy Using Mobile App",2020-10-23,7795,266,0,28,Oct
1105,"Google Datasets Search Engine- Search All Datasets From One Place For Data Science,Machine Learning",2020-10-22,11137,388,0,30,Oct
1106,"ML Interview Preparation- Important Interview Questions On Xgboost, Adaboost And Gradient Boost",2020-10-21,35039,697,0,23,Oct
1107,Top 5 Programming Languages For Data Science In 2020,2020-10-20,24005,363,0,47,Oct
1108,Xgboost Regression In-Depth Intuition Explained- Machine Learning Algorithms 🔥🔥🔥🔥,2020-10-19,80837,1622,0,89,Oct
1109,Keras Tuner Hyperparameter Tuning-How To Select Hidden Layers And Number of Hidden Neurons In ANN,2020-10-18,81272,1717,0,153,Oct
1110,Interview Prep Day 6-How To Learn Machine Learning Algorithms For Interviews-Random Forest Algo🔥🔥🔥🔥,2020-10-18,25848,560,0,17,Oct
1111,How to Prepare For Deep Learning Interviews- Important Interview Questions in ANN-Part 1🔥🔥🔥🔥,2020-10-17,53498,771,0,43,Oct
1112,Live - Understanding About GPU's- CPU VS GPU- Which GPU We Should Buy?,2020-10-16,4445,217,0,9,Oct
1113,Why Automation Will Not Kill Data Science Jobs?,2020-10-14,10723,457,0,52,Oct
1114,Future Of Python-Will It be Replaced?,2020-10-13,19042,856,0,104,Oct
1115,Xgboost Classification Indepth Maths Intuition- Machine Learning Algorithms🔥🔥🔥🔥,2020-10-12,189654,3086,0,166,Oct
1116,Hottest And Best Domains Where Data Scientist And Data Analyst Are Paid More Salaries 🔥🔥🔥🔥,2020-10-10,31438,916,0,69,Oct
1117,Tutorial 1-What Is Reinforcement Machine Learning? 🔥🔥🔥🔥,2020-10-09,50843,1019,0,27,Oct
1118,Live Q&A For Aspiring  Data Scientist-Ask Any Question Regarding Data Science,2020-10-08,6519,326,0,15,Oct
1119,Interview Prep Day 5-How To Learn Machine Learning Algorithms For Interviews- Logistic Regression🔥🔥🔥,2020-10-06,26720,454,0,25,Oct
1120,Complete Roadmap To Follow To  Prepare Machine Learning With All Videos And Materials,2020-10-05,297522,5129,0,167,Oct
1121,Path of Non Technical Person Towards Data Analytics Industry-Data Analyst And Data Scientist,2020-10-04,33386,1424,0,96,Oct
1122,Tutorial 1-Machine Learning Model Retraining Approach-Incremental And Continuous Model Training 🔥🔥🔥🔥,2020-10-03,35388,906,0,70,Oct
1123,Live- Conversation With Amit Bose-Transition From Commerce Background To Data Analyst,2020-10-02,13624,631,0,40,Oct
1124,Tutorial 2- Feature Selection-How To Drop Features Using Pearson Correlation,2020-10-02,146193,3161,0,211,Oct
1125,Complete Road Map To Prepare For Deep Learning🔥🔥🔥🔥,2020-10-01,251537,3653,0,94,Oct
1126,D-Tale The Best Library To Perform Exploratory Data Analysis Using Single Line Of Code🔥🔥🔥🔥,2020-09-30,41062,1440,0,95,Sep
1127,Tutorial 1- Feature Selection-How To Drop Constant Features Using Variance Threshold,2020-09-30,115062,2042,0,85,Sep
1128,Pandas Visual Analysis- Perform Exploratory Data Analysis In A Single Line Of Code🔥🔥🔥🔥,2020-09-29,25965,938,0,102,Sep
1129,Data Science Myths Vs Reality Explained- Sharing My Experience- Must Watch For Everyone🔥🔥🔥🔥,2020-09-27,20463,1079,0,133,Sep
1130,Interview Prep Day 4-How To Learn Machine Learning Algorithms For Interviews- Decision Trees🔥🔥,2020-09-27,37323,605,0,25,Sep
1131,How To Convert A Kaggle Project To A End To End Data Science With Deployment For Freshers 🔥🔥🔥🔥,2020-09-26,45871,1747,0,42,Sep
1132,Complete Road Map To Prepare NLP-Follow This Video-You Will Able to Crack Any DS Interviews🔥🔥,2020-09-25,660163,4957,0,148,Sep
1133,Data Science Live Q&A- Ask Any Queries Related To Data Science Interviews🔥🔥,2020-09-24,5325,308,0,17,Sep
1134,Exploring RapidMiner-Amazing Data Science Platform To Solve Machine Learning And DL Usecases,2020-09-23,10256,310,0,15,Sep
1135,Interview Prep Day3-How To Prepare Support Vector Machines Important Questions In Interviews🔥🔥,2020-09-23,28732,642,0,56,Sep
1136,Interview Prep Day 2- Linear Regression Interview Question-The Most Important Algorithm In ML & DS🔥🔥,2020-09-22,96761,2477,0,79,Sep
1137,Final Year Student To Deep Learning Engineer Internship- Transition Story- Must For Freshers,2020-09-21,11609,436,0,43,Sep
1138,Interview Prep Day 1-How To Learn Machine Learning Algorithms For Interviews- Naive Bayes Classifier,2020-09-21,318804,3271,0,227,Sep
1139,Top 5 Data Science Projects/Ideas For Your Resume For Freshers From My Playlist- Must Watch🔥🔥🔥,2020-09-20,102212,3906,0,132,Sep
1140,Focus On Story Telling-How To Ace Data Science Interviews?,2020-09-19,15055,819,0,37,Sep
1141,Tutorial 7- Database As A Service- Setting Up MongoDB ATLAS In Cloud With Python,2020-09-19,9870,229,0,18,Sep
1142,Complete Road Map To Be Expert In Python- Follow My Way,2020-09-18,1844811,20172,0,490,Sep
1143,Data Science In Medical-Live Tracking Of CO--VID Cases In India using Python,2020-09-18,12954,412,0,37,Sep
1144,How to Learn Statistics for Data Science As A Self Starter- Follow My Way,2020-09-17,326742,5696,0,161,Sep
1145,How To Set Profile And Apply Data Science Jobs In LinkedIn- Must For Freshers,2020-09-16,73999,2590,0,75,Sep
1146,"Tutorial 6- MongoDb With Python- Aggregate Functions($group,$sum,$avg,$project)- Data Science",2020-09-15,16675,302,0,21,Sep
1147,Step By Step Path Of Transition From Data Analyst To Data Scientist,2020-09-14,9129,408,0,19,Sep
1148,VGGNET Architecture In-depth Discussion Along With Code -Deep Learning Advanced CNN,2020-09-12,61847,1326,0,108,Sep
1149,Step By Step Path To Become A Data Analyst in 2020,2020-09-12,56961,2232,0,123,Sep
1150,Tutorial 3- MySQL With Python And Data Science Performing CRUD Operations On Table,2020-09-11,16289,322,0,27,Sep
1151,Live- Virtual Interview For Data Scientist By Krish And Sudhanshu,2020-09-11,19278,614,0,65,Sep
1152,Alexnet Architecture In-depth-Discussion Along With Code-Deep Learning Advanced CNN,2020-09-11,43818,860,0,49,Sep
1153,Tutorial 2- MySQL With Python And Data Science- Installing MySQL DB Connector And Creating Databases,2020-09-10,20249,417,0,18,Sep
1154,Live- How To Create Deep Learning Model Using Tensorflow JS,2020-09-09,6910,183,0,8,Sep
1155,Tutorial 1- MySQL With Python And Data Science- MySQL Installation Steps,2020-09-09,159791,2073,0,72,Sep
1156,Why Domain Knowledge Is Important In Data Science?,2020-09-07,13681,652,0,79,Sep
1157,How To Train Deep Learning Models In Google Colab- Must For Everyone,2020-09-06,305309,5509,0,348,Sep
1158,Live - Data Science Q&A And Upcoming Videos Plan,2020-09-05,3155,228,0,7,Sep
1159,Machine Learning And Deep Learning Model Deployment Architecture Using TF Lite In Mobile,2020-09-05,12716,357,0,24,Sep
1160,Special Thanks To Youtube - Happy Teacher's Day Youtube,2020-09-05,2888,301,0,103,Sep
1161,Machine Learning And Deep Learning Model Deployment Architecture Using API's,2020-09-05,33690,936,0,60,Sep
1162,Live- Virtual Interview Session For Data Science- Session 8,2020-09-04,12445,437,0,12,Sep
1163,Live -Transformers Indepth Architecture Understanding- Attention Is All You Need,2020-09-03,203176,4130,0,229,Sep
1164,Data Science Is Just Not About Model Building,2020-09-03,14522,626,0,64,Sep
1165,Live -End To End Docker Implementation Of Data  Science Projects,2020-09-02,7794,298,0,9,Sep
1166,Debugging Server Side Application Using Python In Pycharm,2020-09-01,6139,195,0,7,Sep
1167,Live Virtual Interview Of Experienced For Data Scientist,2020-09-01,63089,1531,0,103,Sep
1168,"Tutorial 7-Build,Train,Deploy Machine Learning Model AWS SageMaker- Predicting Test Data Endpoints",2020-08-31,39385,614,0,109,Aug
1169,Live- Conversation With Data Structure And Algorithms Mentor For Free Community Session,2020-08-30,10116,381,0,38,Aug
